year,population,y_pop,y_pop_us_100,y_wkr,y_wkr_us_100,growth_100,i_y,g_y,ed_att,nx_y,x_m_y,ex_rate,country
1991,0.2574,30396,84.6328,56865,75.6189,0.8076,30.0826,19.1976,NaN,-2.9697,74.3048,58.9963,ISL
1992,0.2599,28870,78.301,54469,70.0148,-5.1516,27.6315,20.1786,NaN,-2.2457,85.1983,57.5459,ISL
1993,0.2624,29052,77.3425,55411,69.9816,0.6281,26.8381,20.3139,NaN,1.4437,71.6837,67.6032,ISL
1994,0.2649,29694,76.6107,57217,70.7533,2.1869,23.1328,20.4493,NaN,5.4923,75.6442,69.9444,ISL
1995,0.2675,29504,74.8126,55509,67.6583,-0.6412,24.3179,20.6346,8.93,2.1404,81.0647,64.6917,ISL
1996,0.2701,30070,74.1627,56804,67.5381,1.8989,27.6658,19.9658,NaN,-2.5138,87.1218,66.5,ISL
1997,0.2728,32318,77.1102,61549,71.5383,7.2107,26.7465,20.6759,NaN,-2.8023,81.3716,70.9043,ISL
1998,0.2756,33417,77.2354,61736,69.743,3.3438,31.8627,21.1501,NaN,-10.4648,90.3672,70.9583,ISL
1999,0.2784,35188,78.6811,63468,69.6756,5.1636,28.1311,20.7637,NaN,-8.618,83.569,72.3353,ISL
2e3,0.2812,34965,75.9012,62654,66.9704,-0.6373,31.4906,22.0441,9.45,-13.3025,91.3058,78.6159,ISL
2001,0.284,36159,78.723,64590,68.6108,3.3603,28.5604,21.5568,NaN,-5.7636,87.3798,97.4246,ISL
2002,0.2869,36018,78.0637,66020,68.9889,-0.3911,24.7981,23.0357,NaN,-1.5565,88.0343,91.6617,ISL
2003,0.2898,34885,74.2131,64535,66.1571,-3.1957,28.3701,22.8328,NaN,-7.9376,93.4375,76.709,ISL
2004,0.2931,36637,75.7083,68802,68.6006,4.8993,35.1494,21.8857,NaN,-15.1493,106.0541,70.1917,ISL
2005,0.2967,37617,75.8682,69010,67.6733,2.6403,47.1173,19.9173,10.04,-31.9573,124.9288,62.981700000000004,ISL
2006,0.3009,34526,68.4081,60776,59.0762,-8.5766,56.3843,21.5986,NaN,-46.9754,146.7838,70.18,ISL
2007,0.3054,36467,71.6175,61962,59.7848,5.4701,41.1659,21.7947,NaN,-31.5273,149.6471,64.055,ISL
2008,0.31,40962,81.4831,69611,67.095,11.6235,32.6353,21.5604,NaN,-11.4754,126.1656,87.9479,ISL
2009,0.3143,39653,82.0689,72388,69.2983,-3.2479,18.3683,24.4002,NaN,5.8586,91.6435,123.6384,ISL
2010,0.318,36612,74.3912,67562,62.6185,-7.9781,14.23,24.5516,10.59,6.2838,106.1858,122.2418,ISL
2011,0.321,36741,73.963,68271,62.5685,0.3518,15.701,25.5212,NaN,2.5641,120.6417,115.954,ISL
2012,0.3234,37886,75.0135,70085,63.8563,3.0697,17.1634,25.1863,NaN,1.2619,116.4689,125.0828,ISL
2013,0.3254,38774,75.983,69896,63.1479,2.317,16.5728,25.0308,NaN,1.4833,114.3019,122.1791,ISL
2014,0.3273,39678,76.3645,70871,63.3911,2.3035,19.053,24.9053,NaN,-1.4997,115.1409,116.7674,ISL
1950,1.2623,5224,35.7328,12394,34.244,NaN,58.9279,33.8137,7.26,-47.9735,49.4082,1e-4,ISR
1951,1.4624,6036,39.0824,15907,42.3604,14.4561,55.2516,31.9387,NaN,-38.6169,46.5046,1e-4,ISR
1952,1.5909,5352,34.0955,14708,38.3385,-12.0392,49.6832,31.5234,NaN,-35.5548,42.338,1e-4,ISR
1953,1.6362,5158,31.936,13977,35.3189,-3.6886,40.5048,33.0932,NaN,-29.1754,41.0637,1e-4,ISR
1954,1.6799,5987,37.8576,15969,39.77,14.9033,37.6327,32.5214,NaN,-23.6863,39.6337,2e-4,ISR
1955,1.7391999999999999,6571,39.2923,17396,41.4393,9.3119,40.3775,33.665,7.38,-24.5256,36.8607,2e-4,ISR
1956,1.8157999999999999,6956,41.3929,18432,43.9419,5.6928,34.8763,41.4775,NaN,-25.7633,37.993,2e-4,ISR
1957,1.9083999999999999,7134,42.3184,19046,44.6718,2.5237,38.2463,33.7463,NaN,-20.5383,36.2938,2e-4,ISR
1958,1.9872,7345,44.7757,19578,45.5598,2.9227,37.9487,32.4468,NaN,-19.2439,35.2614,2e-4,ISR
1959,2.043,8029,46.3525,21093,46.7697,8.9026,36.9699,30.1861,NaN,-14.59,35.0357,2e-4,ISR
1960,2.1018,8286,47.2798,21469,47.0848,3.1489,37.2083,31.3732,7.44,-19.1109,44.2842,2e-4,ISR
1961,2.176,8923,50.4754,23171,49.5895,7.4117,37.7258,33.5541,NaN,-21.6456,46.0755,2e-4,ISR
1962,2.2681,9255,50.1343,24249,49.6669,3.6505,36.6579,33.483,NaN,-20.2672,43.6334,3e-4,ISR
1963,2.3621,9882,51.9842,26102,51.8967,6.5514,34.1934,33.4037,NaN,-16.6968,42.5318,3e-4,ISR
1964,2.4519,10399,52.3159,27600,52.9375,5.0965,38.0556,31.7001,NaN,-19.165399999999998,44.1762,3e-4,ISR
1965,2.5304,10090,48.2515,26755,49.3236,-3.0141,37.5253,31.1818,7.75,-16.4652,40.8993,3e-4,ISR
1966,2.5922,10867,49.383,28574,50.9931,7.4167,33.732,31.9113,NaN,-12.1273,37.4043,3e-4,ISR
1967,2.6437,10692,47.9636,27756,49.468,-1.6219,27.5469,35.4356,NaN,-9.8707,33.1235,3e-4,ISR
1968,2.6961,10894,47.1408,27920,48.4742,1.8739,20.2533,45.8767,NaN,-11.899000000000001,34.9911,3e-4,ISR
1969,2.7648,12235,51.8123,31129,53.639,11.6097,26.3308,43.3329,NaN,-14.3332,38.9313,3e-4,ISR
1970,2.8496,13346,57.0991,34364,59.4435,8.6907,29.7317,44.7065,8.27,-17.5791,35.3848,3e-4,ISR
1971,2.9367,14433,60.2957,37055,62.0412,7.8271,32.8643,41.2533,NaN,-14.3348,41.6015,4e-4,ISR
1972,3.0339,15462,61.8012,39054,63.6727,6.8909,33.1827,37.2081,NaN,-9.7643,35.0469,4e-4,ISR
1973,3.137,16182,61.44,40383,63.9728,4.5472,32.9669,48.4499,NaN,-20.7508,40.9268,4e-4,ISR
1974,3.2396,16463,63.6418,42141,68.5979,1.7258,31.9837,48.7307,NaN,-21.8488,48.7366,4e-4,ISR
1975,3.3368,16627,65.2169,42822,69.2238,0.9889,32.6742,51.8412,9.07,-23.5389,45.0749,6e-4,ISR
1976,3.4277,16233,60.7677,42130,66.4071,-2.3996,28.4312,47.2397,NaN,-16.4215,45.8601,8e-4,ISR
1977,3.5135,15859,57.2036,40853,63.5741,-2.3313,26.0667,41.7619,NaN,-11.0083,50.2347,0.001,ISR
1978,3.5945,16208,55.7831,40758,62.4072,2.18,25.7062,43.0756,NaN,-13.7789,52.1522,0.0017,ISR
1979,3.6713,16640,55.9521,41845,63.6325,2.6285,27.4644,38.3644,NaN,-12.655100000000001,54.0635,0.0025,ISR
1980,3.7447,16726,57.1061,42569,65.2816,0.5169,23.4624,41.0057,9.93,-9.2201,55.5716,0.0051,ISR
1981,3.8153,17378,58.3616,44085,66.6102,3.8252,21.798000000000002,41.9942,NaN,-11.562100000000001,53.499,0.0114,ISR
1982,3.8834999999999997,17574,61.075,44613,68.5687,1.1208,25.0952,38.3105,NaN,-13.1918,51.6242,0.0243,ISR
1983,3.9502,18016,60.4327,45122,67.2004,2.4841,27.0331,34.8627,NaN,-13.6907,50.1815,0.0562,ISR
1984,4.0162,17982,56.5545,45181,65.0789,-0.1874,25.1186,36.4649,NaN,-9.2388,52.502,0.2932,ISR
1985,4.0828,17990,55.0873,46331,65.706,0.041,21.8831,37.406,10.41,-6.4286,52.1421,1.1788,ISR
1986,4.1488,18914,56.6289,48894,68.6972,5.0099,22.1955,32.5527,NaN,-4.9943,49.6312,1.4878,ISR
1987,4.2158,20128,58.7972,51571,71.8585,6.2216,22.2501,35.836,NaN,-8.5489,50.3117,1.5946,ISR
1988,4.2909,20536,58.1921,51693,70.7325,2.0076,22.2032,33.7894,NaN,-6.7472,50.7803,1.5989,ISR
1989,4.3833,19854,54.8839,50563,68.1999,-3.3806,22.0996,31.2884,NaN,-5.0436,54.2852,1.9163999999999999,ISR
1990,4.4992,21291,58.4933,54601,73.2094,6.9915,25.2629,29.5583,11.03,-6.9365,56.5475,2.0162,ISR
1991,4.6416,22611,62.957,56720,75.4258,6.0146,34.0162,27.9186,NaN,-12.1057,49.7296,2.2791,ISR
1992,4.807,23740,64.3874,59268,76.1841,4.8711,34.9543,26.6639,NaN,-11.4127,56.5813,2.4591,ISR
1993,4.9857,24237,64.5254,59086,74.6226,2.0739,36.7689,26.2814,NaN,-13.4479,58.9346,2.8301,ISR
1994,5.1639,25080,64.7067,59241,73.2554,3.4182,37.0494,24.674,NaN,-13.0047,60.1316,3.0111,ISR
1995,5.3316,25578,64.8568,59519,72.5455,1.9655,36.7766,22.7936,11.4,-13.4197,62.3103,3.0113,ISR
1996,5.4862,26645,65.7153,61366,72.9612,4.0864,36.3407,22.155,NaN,-12.8579,61.5802,3.1917,ISR
1997,5.6301,27490,65.5889,63368,73.6522,3.1209,33.9736,22.9932,NaN,-8.9759,61.3637,3.4493,ISR
1998,5.7642,27979,64.6659,64516,72.883,1.7642,30.941,23.8223,NaN,-6.0759,59.938,3.8001,ISR
1999,5.8913,28824,64.452,66037,72.4955,2.9778,31.3211,24.5304,NaN,-5.833,63.3292,4.1397,ISR
2e3,6.0137,31141,67.6009,70364,75.212,7.7297,29.9318,23.5738,11.8,-3.5171,71.4264,4.0773,ISR
2001,6.13,31103,67.7157,71126,75.5535,-0.1203,29.4464,24.5627,NaN,-6.2005,66.3493,4.2057,ISR
2002,6.2402,30787,66.7262,71180,74.3805,-1.022,27.1827,26.0567,NaN,-6.4543,64.9041,4.7378,ISR
2003,6.3508,29084,61.8724,67750,69.4532,-5.6896,25.0209,25.0266,NaN,-3.9487,66.3204,4.5541,ISR
2004,6.47,28465,58.8203,66583,66.3885,-2.1541,24.4434,23.2268,NaN,-2.9424,75.5954,4.482,ISR
2005,6.6037,28218,56.9121,65069,63.8088,-0.8686,24.8929,22.9014,12.05,-4.0619,82.6535,4.4877,ISR
2006,6.7548,28308,56.0883,64715,62.905,0.3158,24.5974,22.9409,NaN,-3.7673,83.3394,4.4558,ISR
2007,6.9208,28603,56.1748,63832,61.5886,1.0394,24.0604,22.9689,NaN,-5.7142,86.6767,4.1081,ISR
2008,7.0938,28448,56.5906,62356,60.1022,-0.5446,23.6546,23.7444,NaN,-6.9249,90.7407,3.588,ISR
2009,7.263,28878,59.7691,63093,60.4003,1.5003,20.5819,23.1749,NaN,-0.5305,67.087,3.9323,ISR
2010,7.4204,29111,59.1497,62745,58.1546,0.8024,21.1191,23.4269,12.76,-2.8811999999999998,80.4442,3.739,ISR
2011,7.5633,29371,59.1256,62464,57.2468,0.8881,23.2227,23.4727,NaN,-6.1174,89.2915,3.5781,ISR
2012,7.6945,30134,59.6645,62580,57.0181,2.5668,23.4208,23.3111,NaN,-5.2082,83.3179,3.8559,ISR
2013,7.8178,30731,60.2203,63101,57.0086,1.9601,22.5307,23.4999,NaN,-4.8314,82.3221,3.6108000000000002,ISR
2014,7.9395,31606,60.8288,63896,57.1528,2.8081,21.7471,23.3369,NaN,-3.9598,80.4719,3.5779,ISR
1950,46.9835,4101,28.0491,10266,28.3647,NaN,20.2725,16.4906,4.04,-5.8395,14.7819,0.3226,ITA
1951,47.2957,4439,28.7375,11007,29.3136,7.9205,22.0756,17.3551,NaN,-5.7065,16.4201,0.3223,ITA
1952,47.543,4556,29.0241,11175,29.1308,2.6036,22.6595,17.5086,NaN,-7.0322,16.0164,0.3222,ITA
1953,47.8333,4856,30.0659,11793,29.8004,6.3811,23.8311,16.7905,NaN,-6.0109,16.2035,0.3222,ITA
1954,48.1744,5031,31.817,12110,30.1606,3.5546,24.6284,16.954,NaN,-5.412,16.149,0.3222,ITA
1955,48.5075,5342,31.9446,12740,30.3487,5.9923,27.0085,16.2535,4.33,-4.7731,16.5633,0.3222,ITA
1956,48.7948,5513,32.8093,13015,31.0285,3.1553,27.8411,16.3452,NaN,-5.2125,18.0851,0.3222,ITA
1957,49.0551,5717,33.9167,13523,31.7179,3.6323,28.8689,16.0693,NaN,-5.3496,20.535,0.3222,ITA
1958,49.3484,5933,36.1697,14089,32.7872,3.7097,28.5445,16.0789,NaN,-4.4159,19.863,0.3222,ITA
1959,49.7035,6317,36.4656,14975,33.2047,6.2565,29.2153,15.5458,NaN,-3.1848,20.2221,0.3222,ITA
1960,50.0681,6871,39.2039,16430,36.0324,8.4089,30.604,15.1177,4.61,-3.2153,22.2766,0.3223,ITA
1961,50.3929,7400,41.859,17698,37.8759,7.4245,30.2635,15.054,NaN,-2.9869,22.6396,0.3228,ITA
1962,50.712,7768,42.0763,18749,38.4016,4.8464,29.7972,14.7875,NaN,-2.665,22.2478,0.3228,ITA
1963,51.0662,8069,42.4457,19943,39.6501,3.8019,30.3247,14.7735,NaN,-5.2644,24.6886,0.3228,ITA
1964,51.4671,8224,41.3753,20557,39.4292,1.9063,27.3289,15.0571,NaN,-2.7213000000000003,23.7618,0.3228,ITA
1965,51.853,8386,40.1036,21648,39.9086,1.9514,24.6042,15.4262,4.88,-0.4845,24.4999,0.3228,ITA
1966,52.1966,8798,39.9842,23242,41.4778,4.8008,24.3222,15.4722,NaN,-0.7124,25.8466,0.3228,ITA
1967,52.5312,9377,42.0638,24622,43.8818,6.3645,25.1455,15.4062,NaN,-1.3166,25.7473,0.3228,ITA
1968,52.8499,9925,42.947,26233,45.5454,5.6824,24.6069,15.4085,NaN,0.0301,26.142,0.3228,ITA
1969,53.1795,10468,44.330799999999996,28044,48.3226,5.332,26.0999,14.9854,NaN,-0.8176,28.1256,0.3228,ITA
1970,53.5227,11820,50.5715,31722,54.8729,12.1452,31.5468,13.6744,5.17,-2.2191,27.2756,0.3228,ITA
1971,53.8919,12035,50.2798,32496,54.4083,1.8014,28.6024,14.1932,NaN,-1.4394,27.2767,0.3204,ITA
1972,54.2621,12557,50.1908,34220,55.7911,4.2476,28.1538,14.5645,NaN,-1.4334,27.8424,0.3012,ITA
1973,54.6232,13571,51.5287,36756,58.2265,7.7642,30.2386,13.9666,NaN,-2.6168,29.4871,0.3011,ITA
1974,54.9619,14454,55.8731,38849,63.2394,6.2992,31.8693,13.7451,NaN,-3.8192,34.9991,0.3359,ITA
1975,55.2685,14189,55.6561,38348,61.9918,-1.8451,25.4542,14.7495,5.68,-0.5757,31.8546,0.3372,ITA
1976,55.5391,15546,58.1989,41794,65.8781,9.1338,27.6095,14.3558,NaN,-0.5897,32.4623,0.4299,ITA
1977,55.7759,16278,58.7179,43800,68.1603,4.6007,25.0507,14.5605,NaN,1.1409,32.4415,0.4557,ITA
1978,55.9833,17173,59.1024,46202,70.7426,5.3473,24.3078,14.8231,NaN,1.8683999999999998,32.745,0.4383,ITA
1979,56.1684,18688,62.839,49839,75.7892,8.4564,24.9679,14.3618,NaN,1.1612,34.6079,0.4291,ITA
1980,56.3364,19911,67.9804,52422,80.3913,6.3397,26.8704,14.4959,6.19,-2.6259,33.5086,0.4423,ITA
1981,56.4896,19542,65.6271,51538,77.8712,-1.8724,24.7908,15.2236,NaN,-1.7501,34.0701,0.5871,ITA
1982,56.6264,19192,66.6986,50542,77.6812,-1.8044,24.6489,15.7446,NaN,-1.9215,33.4203,0.6985,ITA
1983,56.7444,18928,63.4917,49770,74.1216,-1.3861,23.4149,16.1816,NaN,-0.4095,32.9507,0.7844,ITA
1984,56.8399,19147,60.216,50406,72.6055,1.1481,24.8885,15.9743,NaN,-1.3818,35.4089,0.9074,ITA
1985,56.9109,19304,59.1124,50375,71.4409,0.8197,24.9373,16.171,6.69,-1.3157,36.9378,0.9861,ITA
1986,56.9566,20609,61.7043,53416,75.0503,6.5413,24.7384,16.1351,NaN,0.4107,35.1135,0.7699,ITA
1987,56.9806,21660,63.2712,56006,78.0383,4.9718,26.0219,16.2869,NaN,-0.4645,36.7331,0.6694,ITA
1988,56.9906,22635,64.1394,57912,79.2408,4.4048,26.8591,16.3213,NaN,-1.2639,36.3312,0.6722,ITA
1989,56.9971,23585,65.1987,59936,80.843,4.1105,27.2256,15.9394,NaN,-1.4952,37.8091,0.7086,ITA
1990,57.0076,24711,67.8868,61818,82.8848,4.6624,26.9393,14.9317,7.29,-1.062,41.3496,0.6188,ITA
1991,57.0296,25470,70.9161,62548,83.1755,3.0263,27.745,14.6736,NaN,-0.7781,37.6866,0.6407,ITA
1992,57.0628,25952,70.3863,64418,82.8031,1.8746,28.1525,14.8198,NaN,-1.3093,43.1142,0.6365,ITA
1993,57.0974,25930,69.0325,66348,83.7939,-0.0822,26.0496,14.6098,NaN,2.7611,37.4776,0.8127,ITA
1994,57.1192,26758,69.0363,69748,86.2479,3.143,26.7297,14.1483,NaN,3.2822,39.9806,0.8328,ITA
1995,57.1201,27958,70.8928,73146,89.1554,4.3874,28.3776,13.1392,7.93,3.207,43.0299,0.8413,ITA
1996,57.0919,28503,70.2982,74264,88.2975,1.9293,26.9755,12.8205,NaN,4.1731,44.4368,0.7969,ITA
1997,57.0446,29525,70.4454,76801,89.2653,3.5224,25.772,13.1535,NaN,3.4052,43.5303,0.8796,ITA
1998,57.0109,31008,71.6679,79958,90.3289,4.902,24.184,13.9666,NaN,3.0011,44.576,0.8967,ITA
1999,57.0352,31702,70.8856,80985,88.9056,2.2116,24.4047,13.8458,NaN,1.8601999999999999,43.5125,0.9386,ITA
2e3,57.1471,32674,70.9281,82055,87.7075,3.0195,24.657,14.4367,8.58,1.2534,46.7794,1.0854,ITA
2001,57.3592,33317,72.5338,82266,87.3869,1.9486,23.9068,16.5381,NaN,1.1856,47.6666,1.1175,ITA
2002,57.6557,31984,69.3191,77866,81.3677,-4.0832,24.9943,15.7376,NaN,0.5031,50.3491,1.0626,ITA
2003,58.002,31571,67.1615,76087,77.9992,-1.2993,25.1547,15.1609,NaN,0.1454,54.9198,0.886,ITA
2004,58.3483,31525,65.1444,76011,75.7887,-0.1449,26.2219,14.2223,NaN,0.1139,61.1163,0.8054,ITA
2005,58.6574,32126,64.7924,77450,75.949700000000007,1.8876,27.0086,13.8026,9,-0.0806,62.9044,0.8041,ITA
2006,58.9185,32983,65.3516,78291,76.1009,2.6333,28.2275,14.2317,NaN,-1.0971,66.9071,0.7971,ITA
2007,59.1386,34915,68.5701,82347,79.453,5.6929,28.5598,14.2812,NaN,-0.451,69.0355,0.7306,ITA
2008,59.3192,35677,70.9711,84618,81.5596,2.1595,27.9078,15.4702,NaN,-2.8245,68.5096,0.6827,ITA
2009,59.4672,34292,70.9743,83225,79.6728,-3.9598,25.8056,16.6893,NaN,-2.6139,56.0524,0.7198,ITA
2010,59.588,34322,69.7385,84234,78.0713,0.0876,25.0705,17.316,9.54,-4.5918,62.9273,0.755,ITA
2011,59.679,35151,70.7628,86381,79.1656,2.3871000000000002,26.1251,17.2461,NaN,-4.296,67.7022,0.7194,ITA
2012,59.7377,35312,69.9165,87398,79.6305,0.4563,24.2153,17.6001,NaN,-1.3899,64.013,0.7783,ITA
2013,59.7711,35143,68.8663,88871,80.2911,-0.4808,22.2911,17.6941,NaN,0.211,64.7579,0.7532,ITA
2014,59.7887,35324,67.984,89548,80.0974,0.5133,20.9918,17.8307,NaN,1.3426,64.5934,0.7537,ITA
1953,1.394,3186,19.7255,8429,21.2993,NaN,21.1182,5.3548,NaN,-8.4117,39.3338,0.7145,JAM
1954,1.4144,3516,22.233,9379,23.359,9.8603,21.8764,5.2108,NaN,-8.4429,39.0727,0.7145,JAM
1955,1.4349,3815,22.8117,10259,24.4387,8.1613,21.2505,4.9934,3.52,-8.6361,38.1107,0.7144,JAM
1956,1.4553,4160,24.7523,11274,26.8776,8.6492,22.1788,5.3353,NaN,-7.5407,38.8146,0.7145,JAM
1957,1.4795,4661,27.6502,12763,29.9348,11.384,25.0992,5.0749,NaN,-6.0685,38.8158,0.7145,JAM
1958,1.509,4643,28.3004,12885,29.9844,-0.3971,23.8592,5.2071,NaN,-3.6412,36.3418,0.7143,JAM
1959,1.5412,4714,27.2112,13277,29.4391,1.5166,21.0491,5.4905,NaN,-2.7376,36.7689,0.7144,JAM
1960,1.5727,4876,27.8231,13928,30.5453,3.3919,21.7008,5.8193,3.64,-3.7521,43.7917,0.7143,JAM
1961,1.5882,5064,28.6426,14481,30.9911,3.7747,18.2311,6.0645,NaN,-0.1484,39.5257,0.7143,JAM
1962,1.6048,5072,27.4731,14530,29.7594,0.1596,16.2153,6.6187,NaN,2.9238,35.3512,0.7143,JAM
1963,1.6363,5410,28.4597,15668,31.1506,6.4561,14.6835,6.3268,NaN,2.5134,33.331,0.7143,JAM
1964,1.676,5416,27.2472,15927,30.5473,0.1068,17.1529,6.5829,NaN,-2.9812,37.0897,0.7143,JAM
1965,1.713,5492,26.2659,16367,30.1732,1.4052,17.9553,6.7569,3.99,0.8463,36.6799,0.7143,JAM
1966,1.7541,5575,25.3332,16864,30.0958,1.4833,18.6064,6.9172,NaN,5.4968,34.6354,0.7143,JAM
1967,1.7937,5481,24.5888,16810,29.9594,-1.6879,19.9853,8.0248,NaN,3.4407,34.0135,0.7242,JAM
1968,1.8249,5449,23.5782,16856,29.2642,-0.5927,24.1784,8.8518,NaN,2.2022,37.8385,0.8333,JAM
1969,1.8501,5614,23.7722,17454,30.0753,2.9802,25.5469,9.2985,NaN,1.2625,40.3822,0.8333,JAM
1970,1.8734,6347,27.1529,20321,35.152,12.2713,23.4901,10.917,4.43,3.6966,38.6982,0.8333,JAM
1971,1.9002,6436,26.8884,20782,34.7956,1.4008,24.0757,11.6849,NaN,0.8167,36.5503,0.8328,JAM
1972,1.9296,7005,27.9996,22892,37.3223,8.4745,20.558,12.8994,NaN,0.2521,33.1343,0.7675,JAM
1973,1.96,6991,26.5448,22903,36.2818,-0.2025,23.8436,15.232,NaN,-0.8253,36.3141,0.9024,JAM
1974,1.9899,6641,25.6701,21140,34.4118,-5.1455,19.3775,17.0643,NaN,-4.3593,54.8758,0.9091,JAM
1975,2.0178,6505,25.5149,20516,33.1648,-2.0626,21.85,17.7021,4.74,-8.2881,50.1147,0.9091,JAM
1976,2.0431,5982,22.3939,19073,30.0642,-8.381,16.2593,19.1794,NaN,-6.8427,41.9409,0.9091,JAM
1977,2.0662,5586,20.148,17832,27.7492,-6.8555,11.5014,18.4393,NaN,-1.4156,41.9813,0.9091,JAM
1978,2.089,5412,18.6268,17036,26.0841,-3.1557,13.6879,17.8243,NaN,2.4417,41.3201,1.4133,JAM
1979,2.1139,4913,16.5191,15916,24.2028,-9.6828,14.166,17.6297,NaN,2.6975,50.1701,1.7648,JAM
1980,2.1424,4354,14.867,13894,21.3076,-12.0618,12.3334,17.6755,5.26,1.4212,55.9483,1.7814,JAM
1981,2.1756,4213,14.1483,13028,19.6846,-3.3039,15.4676,17.3654,NaN,-2.815,59.4027,1.7814,JAM
1982,2.2124,4075,14.163,12806,19.6823,-3.3204,16.6656,17.1184,NaN,-5.2488,49.5951,1.7814,JAM
1983,2.2499,4142,13.8955,12870,19.1677,1.6346,16.436,15.1641,NaN,-4.3926,48.8333,1.9322,JAM
1984,2.2841,4046,12.7239,12015,17.3057,-2.3629,14.7403,13.2966,NaN,-2.2502,58.1998,3.9428,JAM
1985,2.3123,3488,10.6811,10348,14.6748,-14.8311,16.7208,13.9113,5.83,-11.8876,63.851,5.5586,JAM
1986,2.3334,3893,11.6552,11021,15.4846,10.9772,12.3784,13.246,NaN,6.0527,44.0426,5.4778,JAM
1987,2.3486,4258,12.4391,11719,16.3293,8.9739,14.2644,13.3641,NaN,4.9045,44.9222,5.4867,JAM
1988,2.3602,4401,12.4721,11765,16.0976,3.3064,16.1258,14.8546,NaN,-1.3,47.8468,5.4886,JAM
1989,2.3717,4407,12.1825,11691,15.7694,0.1234,18.9461,14.9213,NaN,-7.4124,57.5964,5.7446,JAM
1990,2.3858,4767,13.0977,12489,16.745,7.8654,17.2454,14.7009,6.47,-0.069,54.974,7.184,JAM
1991,2.4031,4815,13.4067,12578,16.7264,0.9925,16.3083,13.6562,NaN,3.8462,49.1733,12.1159,JAM
1992,2.4228,5314,14.4135,13958,17.9414,9.8656,19.7441,11.7253,NaN,5.4511,47.786,22.9603,JAM
1993,2.4444,5301,14.1126,14083,17.7865,-0.2501,20.9037,16.1013,NaN,-5.6334,54.8574,24.9486,JAM
1994,2.4669,5312,13.7039,14025,17.3427,0.1989,19.422,16.1314,NaN,-3.0071,55.0235,33.0859,JAM
1995,2.4895,5228,13.2564,13405,16.3393,-1.5862,18.6164,17.4678,7.48,-9.8839,64.2094,35.1421,JAM
1996,2.5123,5283,13.0288,13772,16.3744,1.0401,18.3121,22.7881,NaN,-12.4565,61.2574,37.1196,JAM
1997,2.5354,5099,12.1663,13502,15.6932,-3.536,19.2309,26.6234,NaN,-18.4578,68.7383,35.4045,JAM
1998,2.5582,5130,11.8559,13768,15.5541,0.5966,16.7334,27.8813,NaN,-14.7542,63.7823,36.55,JAM
1999,2.58,5214,11.6593,14415,15.8252,1.6373,16.0667,25.2397,NaN,-12.7233,61.0556,39.0435,JAM
2e3,2.6001,5327,11.564,14898,15.9249,2.1393,18.5885,25.389,8.62,-19.4006,67.0426,42.9857,JAM
2001,2.6183,5302,11.5437,14864,15.789,-0.4659,22.202,26.2805,NaN,-26.5518,73.521,45.9963,JAM
2002,2.6348,5348,11.59,13897,14.5217,0.8503,24.6925,26.5069,NaN,-30.6644,70.3289,48.4159,JAM
2003,2.6498,5856,12.457,14909,15.2837,9.0765,22.8212,24.0132,NaN,-22.3639,61.3818,57.7409,JAM
2004,2.664,5966,12.3284,15294,15.2495,1.8667,23.7671,21.5533,NaN,-22.1474,62.425,61.1972,JAM
2005,2.6779,6304,12.7151,15809,15.5031,5.5184,24.8013,23.964,9.1,-30.9028,70.501,62.2807,JAM
2006,2.6914,6653,13.1819,16261,15.8059,5.3793,26.1421,22.4542,NaN,-28.3153,68.2808,65.7439,JAM
2007,2.7046,6919,13.5893,16458,15.8795,3.9289,24.4908,23.2655,NaN,-28.747,76.212,69.1922,JAM
2008,2.7173,6838,13.6017,16426,15.8323,-1.1908,24.3602,24.4077,NaN,-37.4039,86.0939,72.7562,JAM
2009,2.7296,6949,14.3825,17455,16.7096,1.6175,20.0531,21.7615,NaN,-19.6118,51.8542,87.8941,JAM
2010,2.7413,7027,14.2783,18281,16.9433,1.117,20.6617,21.8328,9.67,-22.1067,52.3124,87.1961,JAM
2011,2.7524,7141,14.3757,18643,17.0857,1.6084,24.0828,21.2213,NaN,-30.8228,62.7081,85.8925,JAM
2012,2.763,7043,13.9444,18448,16.8087,-1.3862,22.7932,21.6287,NaN,-30.7817,65.9876,88.7509,JAM
2013,2.7732,7216,14.1416,18941,17.1127,2.4368,22.8868,20.3957,NaN,-26.6728,58.7957,100.241,JAM
2014,2.7833,7291,14.0325,18924,16.927,1.028,23.3897,19.9879,NaN,-25.6524,55.0225,110.934,JAM
1954,0.7259,2364,14.9466,13340,33.2229,NaN,8.3168,42.9295,NaN,-22.7946,20.5991,0.357,JOR
1955,0.7563,1886,11.2781,10613,25.2811,-22.5702,9.257,50.6855,1.21,-40.0071,31.8752,0.3571,JOR
1956,0.7883,2608,15.5196,14635,34.8908,32.4086,7.8482,41.885,NaN,-22.2367,21.1587,0.3571,JOR
1957,0.822,2608,15.4696,14600,34.2435,-0.0099,7.9423,47.3079,NaN,-26.2937,24.1453,0.357,JOR
1958,0.8573,2835,17.2796,15839,36.8582,8.3432,6.4791,52.2236,NaN,-28.3114,22.627,0.357,JOR
1959,0.8946,3099,17.893,17292,38.3407,8.9298,7.8045,45.1442,NaN,-34.5747,26.1249,0.357,JOR
