year,population,y_pop,y_pop_us_100,y_wkr,y_wkr_us_100,growth_100,i_y,g_y,ed_att,nx_y,x_m_y,ex_rate,country
1970,6.301,4504,19.2707,11694,20.2285,NaN,30.9276,5.7546,NaN,-0.1429,9.2483,0,AGO
1971,6.4376,4713,19.691,12388,20.7409,4.5378,30.9191,5.7271,NaN,1.0805,9.6003,0,AGO
1972,6.5876,4517,18.0526,11999,19.562,-4.2624,31.8112,5.9371,NaN,-0.8328,10.3514,0,AGO
1973,6.7502,4729,17.9558,12668,20.0671,4.5955,32.348,5.9512,NaN,-1.0249,13.5077,0,AGO
1974,6.9237,4641,17.9415,12184,19.8333,-1.8749,33.0875,5.9599,NaN,-0.7634,21.7269,0,AGO
1975,7.1073,4256,16.6938,10833,17.5119,-8.664,33.6528,5.9392,NaN,-1.802,20.5425,0,AGO
1976,7.2995,4025,15.0671,10204,16.0847,-5.586,33.0986,5.8202,NaN,-0.244,11.3133,0,AGO
1977,7.5013,4079,14.7141,10580,16.4634,1.3421,32.4958,5.737,NaN,2.1122,12.9833,0,AGO
1978,7.7171,3610,12.4243,9420,14.4236,-12.2202,33.651,6.0511,NaN,-2.3858,18.3743,0,AGO
1979,7.9529,3524,11.8497,9309,14.1563,-2.4094,32.3309,6.1207,NaN,1.3762,22.4269,0,AGO
1980,8.2119,3606,12.3128,9820,15.0595,2.3086,28.5041,4.8139,NaN,5.971,29.5955,0,AGO
1981,8.4979,3407,11.4433,9326,14.0915,-5.6723,29.7226,5.2488,NaN,2.746,30.7445,0,AGO
1982,8.8075,3118,10.8368,8578,13.1843,-8.8698,36.5594,6.4152,NaN,-6.0375,20.5965,0,AGO
1983,9.1287,3135,10.5169,8766,13.0555,0.545,30.3364,6.2517,NaN,-5.1093,17.5217,0,AGO
1984,9.4449,3005,9.4502,8508,12.255,-4.2491,32.0842,7.6929,NaN,-2.1739,23.3163,0,AGO
1985,9.7452,3178,9.7308,9034,12.8118,5.5954,22.5197,6.3083,NaN,3.2297,23.7791,0,AGO
1986,10.0237,2700,8.083,7725,10.8536,-16.3033,22.3206,8.0826,NaN,-2.0022,20.8241,0,AGO
1987,10.2857,2884,8.426,8267,11.5197,6.6192,22.4382,7.6891,NaN,6.572,23.593,0,AGO
1988,10.5449,2675,7.5791,7692,10.5247,-7.5504,19.137,8.5559,NaN,5.6492000000000004,27.2517,0,AGO
1989,10.821,2805,7.7536,8076,10.8926,4.7483,14.4326,7.5466,NaN,9.8393,28.6899,0,AGO
1990,11.1279,2936,8.0649,8473,11.3608,4.5596,13.5657,6.553,NaN,17.3086,34.9363,0,AGO
1991,11.4722,2293,6.3841,6616,8.7975,-24.7116,41.1236,10.119,NaN,-2.3052,28.0223,0,AGO
1992,11.849,2533,6.8705,7289,9.3689,9.967,51.3273,7.6166,NaN,8.9865,45.0869,0,AGO
1993,12.2468,2244,5.9747,6405,8.0886,-12.1091,46.5946,4.5679,NaN,19.4937,35.8111,0,AGO
1994,12.6485,2287,5.9016,6511,8.0508,1.9067,43.2524,5.5995,NaN,18.7672,30.471,1e-4,AGO
1995,13.0427,1963,4.9772,5593,6.8177,-15.3018,60.8693,8.063,NaN,-13.0614,41.3629,0.0028,AGO
1996,13.4248,2544,6.2753,7268,8.6417,25.9456,67.8061,2.6361,NaN,-2.8004,37.4029,0.128,AGO
1997,13.8019,2434,5.8085,6979,8.1116,-4.4155,53.4001,8.4629,NaN,-8.4137,39.336,0.229,AGO
1998,14.1877,2744,6.342,7885,8.9074,11.9682,62.3255,3.9016,NaN,-23.3203,32.8172,0.3928,AGO
1999,14.602,2366,5.2909,6802,7.4671,-14.8117,55.6901,9.6307,NaN,-17.5937,43.4757,2.7907,AGO
2e3,15.0586,2026,4.398,5828,6.2291,-15.5243,34.7457,7.9047,NaN,13.7196,71.4373,10.0405,AGO
2001,15.5628,2332,5.078,6715,7.1325,14.0866,27.683,5.7794,NaN,-0.1489,59.6071,22.0579,AGO
2002,16.1097,2554,5.5364,7384,7.716,9.0929,25.9288,5.8347,NaN,13.4027,56.7402,43.5302,AGO
2003,16.6914,2588,5.5051,7496,7.6839,1.2957,32.4065,19.9313,NaN,8.8057,63.9577,74.6063,AGO
2004,17.2955,3020,6.2399,8773,8.7475,15.4336,30.7265,17.0653,NaN,19.353,71.7542,83.5414,AGO
2005,17.9129,3958,7.9833,11580,11.3562,27.0678,25.7909,14.7312,NaN,33.1613,81.5078,87.1591,AGO
2006,18.5415,5064,10.0333,14918,14.5009,24.6305,22.1333,13.3274,NaN,41.6717,83.6166,80.3681,AGO
2007,19.1839,5559,10.9164,16503,15.9231,9.321,23.648,13.8439,NaN,39.4165,86.6416,76.7061,AGO
2008,19.8423,6619,13.1672,19737,19.0239,17.4641,27.0857,14.029,NaN,36.3624,107.11,75.0334,AGO
2009,20.5201,5241,10.8479,15566,14.9013,-23.3403,39.443600000000004,18.6745,NaN,11.6671,89.5785,79.3282,AGO
2010,21.22,6703,13.6187,19790,18.342,24.5917,30.7931,17.3379,NaN,24.4292,80.9591,91.9057,AGO
2011,21.9423,8016,16.1361,23597,21.6261,17.8901,31.6545,15.8237,NaN,26.3085,70.0028,93.9347,AGO
2012,22.6856,8507,16.844,24951,22.7333,5.9529,31.6662,15.1636,NaN,26.9305,74.6708,95.468,AGO
2013,23.4482,8942,17.5236,26095,23.5757,4.9886,30.0713,15.6075,NaN,27.7161,67.0052,96.5183,AGO
2014,24.2275,8803,16.9419,25560,22.8624,-1.5735,30.7382,15.5888,NaN,23.9927,62.6035,98.169,AGO
1970,2.1506,3291,14.0817,9884,17.0969,NaN,13.5225,14.156,3.31,-0.259,0.8567,5,ALB
1971,2.202,3339,13.9492,9968,16.6894,1.4344,13.7337,14.3419,NaN,-0.3867,1.0302,5,ALB
1972,2.2538,3397,13.5789,10089,16.4493,1.7342,13.8066,14.5592,NaN,-0.2461,1.0173,5,ALB
1973,2.306,3453,13.1106,10095,15.9925,1.6237,14.0897,14.5727,NaN,-0.2579,1.5699,5,ALB
1974,2.3585,3521,13.6118,10221,16.6373,1.9568,14.436,14.5502,NaN,-0.0564,3.2665,5,ALB
1975,2.4112,3579,14.0383,10312,16.6706,1.6287,14.7584,14.7246,3.98,-0.178,3.6144,5,ALB
1976,2.4643,3625,13.5703,10366,16.3387,1.2761,14.8944,14.7018,NaN,-0.6226,2.4997,5,ALB
1977,2.5179,3701,13.3516,10501,16.3413,2.0879,14.3371,14.6817,NaN,-0.3856,3.3437,5,ALB
1978,2.5718,3785,13.0281,10650,16.307,2.2419,14.4649,14.4566,NaN,0.0385,3.0236,5,ALB
1979,2.6263,3795,12.7612,10584,16.095,0.2559,15.0301,14.4744,NaN,-1.3259,7.5246,6.1671,ALB
1980,2.6812,3936,13.4369,10873,16.6743,3.6354,13.1391,14.8129,4.95,0.1614,12.5735,7,ALB
1981,2.7353,3993,13.4095,10872,16.4268,1.4464,14.7342,14.193,NaN,-0.1885,11.5856,7,ALB
1982,2.7883,3927,13.6462,10417,16.0103,-1.674,17.0403,14.7061,NaN,-3.7467,13.7557,7,ALB
1983,2.8426,3992,13.3906,10497,15.6338,1.6501,14.6801,14.5557,NaN,-3.0589,9.4841,7,ALB
1984,2.9016,3968,12.4785,10425,15.0157,-0.6091,12.4759,15.0724,NaN,-2.9526,8.8157,7,ALB
1985,2.9668,3913,11.9834,10344,14.6693,-1.379,13.1516,15.1635,6.75,-3.4435,7.777,7,ALB
1986,3.041,4e3,11.9763,10437,14.6645,2.1909,12.8529,15.5189,NaN,-3.3603,7.3388,7,ALB
1987,3.1213,3990,11.6546,10309,14.3649,-0.2591,11.0545,15.6884,NaN,-3.2742,5.9191,7,ALB
1988,3.1971,3815,10.8108,9884,13.5241,-4.4733,11.5372,15.4684,NaN,-5.0947,6.5929,6.67,ALB
1989,3.2537,4048,11.1915,10491,14.1504,5.9334,12.4319,14.6832,NaN,-3.9265,7.2397,6.13,ALB
1990,3.2815,3947,10.8449,10362,13.8933,-2.5244,8.2519,14.5067,7.83,-8.2646,6.9741,7.5609,ALB
1991,3.2754,3602,10.028,9485,12.6131,-9.1703,1.9737,24.5275,NaN,-10.2629,12.3983,9.9163,ALB
1992,3.2406,3310,8.9786,10798,13.8801,-8.4292,1.5667,24.4607,NaN,-40.896,25.3395,32.2878,ALB
1993,3.1896,3842,10.2274,13092,16.5349,14.8823,4.4304,19.2786,NaN,-23.5292,17.7565,71.1378,ALB
1994,3.1406,4370,11.2736,13605,16.8238,12.8773,6.2982,20.6342,NaN,-13.8536,11.8964,94.6233,ALB
1995,3.1067,4775,12.1081,15407,18.7792,8.8749,6.2851,20.4582,7.82,-11.2572,14.3238,92.6975,ALB
1996,3.092,5667,13.9771,18915,22.4893,17.1259,6.8775,20.0773,NaN,-7.7287,13.744,104.499,ALB
1997,3.0925,4592,10.9574,15545,18.068,-21.0272,10.1986,24.9426,NaN,-10.9184,11.7769,148.933,ALB
1998,3.1029,4501,10.4024,15491,17.4999,-2.0162,13.4609,25.6039,NaN,-11.5741,18.0623,150.633,ALB
1999,3.1149,5136,11.4846,17867,19.6143,13.2057,14.7588,24.2052,NaN,-5.3978,22.7291,137.691,ALB
2e3,3.122,5258,11.4145,18073,19.3177,2.347,19.2121,23.0718,9.32,-7.725,20.2785,143.709,ALB
2001,3.1241,5400,11.7556,18380,19.5245,2.6546,22.922,24.9425,NaN,-10.1993,25.0091,143.485,ALB
2002,3.1231,5365,11.6273,18095,18.909,-0.647,23.6792,26.4974,NaN,-15.8739,27.5555,140.155,ALB
2003,3.117,5573,11.8558,18503,18.9684,3.8089,27.3658,24.7364,NaN,-20.6174,29.6103,121.863,ALB
2004,3.1038,5805,11.9963,19021,18.9655,4.083,27.7872,25.1374,NaN,-23.8048,33.7143,102.78,ALB
2005,3.0822,6200,12.505,20155,19.7651,6.5824,28.3505,24.7078,9.69,-24.1187,35.6166,99.8703,ALB
2006,3.0507,6733,13.341,21683,21.0766,8.2452,32.6837,21.7135,NaN,-23.7471,36.9738,98.1034,ALB
2007,3.0108,7270,14.2767,23202,22.3865,7.6638,33.6866,21.5979,NaN,-26.6888,43.4997,90.4279,ALB
2008,2.968,8319,16.5478,25843,24.9088,13.4802,31.5278,21.4762,NaN,-26.3092,43.5757,83.8946,ALB
2009,2.9299,9071,18.7733,29944,28.666,8.6542,29.7611,22.0324,NaN,-21.2413,36.3836,94.9781,ALB
2010,2.9019,9196,18.6851,30433,28.206,1.3728,26.7213,22.4824,9.85,-15.3329,39.5592,103.936,ALB
2011,2.886,9484,19.0913,30750,28.1816,3.0796,28.9375,20.5252,NaN,-16.7087,44.4551,100.895,ALB
2012,2.8807,10499,20.7885,32928,30.0015,10.1765,22.9493,21.9016,NaN,-12.1321,38.7433,108.185,ALB
2013,2.8833,10379,20.3387,34149,30.8518,-1.1547,20.8895,21.2043,NaN,-12.5767,40.9514,105.669,ALB
2014,2.8897,11020,21.21,36037,32.2339,5.9972,26.4396,20.7818,NaN,-16.559,39.7234,105.479,ALB
1970,0.2354,248468,1063.04,604278,1045.28,NaN,35.913,3.6475,2.39,49.9625,8.9361,4.7619,ARE
1971,0.2752,244193,1020.17,582411,975.145,-1.7357,37.8918,3.6207,NaN,47.481,9.1972,4.748,ARE
1972,0.3241,197609,789.826,466919,761.245,-21.1667,46.7261,5.6582,NaN,34.6143,30.7953,4.386,ARE
1973,0.3828,191848,728.429,447672,709.175,-2.9589,42.9612,4.6442,NaN,39.8879,33.8294,3.9963,ARE
1974,0.4519,166911,645.224,382846,623.207,-13.9244,27.9855,3.6426,NaN,61.7963,48.3321,3.959,ARE
1975,0.5313,176962,694.113,397220,642.13,5.8477,47.9481,3.0208,2.96,36.3489,38.8801,3.9613,ARE
1976,0.6221,179766,672.962,391928,617.777,1.5718,50.698,3.5863,NaN,31.4665,38.5683,3.9531,ARE
1977,0.7228,193620,698.409,409596,637.398,7.4244,59.7773,3.6822,NaN,21.7332,32.2819,3.9032,ARE
1978,0.8274,162989,560.958,333337,510.392,-17.2213,59.4635,3.9924,NaN,19.8151,33.1717,3.8712,ARE
1979,0.9273,178017,598.592,350788,533.436,8.8195,50.8253,3.7842,NaN,31.3321,32.1357,3.8157,ARE
1980,1.0168,249580,852.119,472302,724.299,33.7899,33.8948,2.8822,3.59,53.3846,8.8918,3.7074,ARE
1981,1.0931,206228,692.582,396266,598.739,-19.0794,36.9004,5.5435,NaN,43.9753,9.7882,3.671,ARE
1982,1.1585,174497,606.429,342316,526.124,-16.7076,40.6805,6.1081,NaN,36.5449,10.0922,3.671,ARE
1983,1.2182,155538,521.734,312161,464.9,-11.5016,44.3603,5.8998,NaN,31.358,11.4539,3.671,ARE
1984,1.2803,151816,477.461,310691,447.52,-2.4223,41.8899,5.6769,NaN,33.4586,10.3767,3.671,ARE
1985,1.3504,132264,405.014,274301,389.009,-13.7866,38.5676,6.6236,4.47,33.1368,10.9828,3.671,ARE
1986,1.4305,100349,300.449,209570,294.452,-27.6144,45.8142,7.6494,NaN,16.1632,12.5502,3.671,ARE
1987,1.519,85469,249.669,178894,249.268,-16.0499,42.8681,8.0147,NaN,15.2431,30.8207,3.671,ARE
1988,1.6139,89228,252.839,186301,254.917,4.3036,38.8632,7.6876,NaN,19.0451,14.5247,3.671,ARE
1989,1.7121,99392,274.762,206070,277.952,10.7877,34.231,6.7874,NaN,27.0196,10.6266,3.671,ARE
1990,1.8115,112352,308.662,230638,309.239,12.2562,29.4732,5.4543,5.63,34.4142,13.9541,3.671,ARE
1991,1.9132,99139,276.037,200167,266.18,-12.5107,34.5102,6.0769,NaN,24.0481,3.9498,3.671,ARE
1992,2.019,98383,266.835,194541,250.065,-0.7657,38.3962,6.321,NaN,17.0445,5.2781,3.671,ARE
1993,2.1279,75950,202.196,147124,185.81,-25.8795,32.8803,3.1394,NaN,10.0192,10.8643,3.671,ARE
1994,2.2383,77809,200.747,146321,180.936,2.4185,34.4226,3.0465,NaN,9.4967,44.0831,3.671,ARE
1995,2.3502,83387,211.441,154300,188.072,6.9235,32.2176,2.8386,7.09,10.9363,40.7927,3.671,ARE
1996,2.4677,84845,209.257,156796,186.424,1.7333,31.045,2.6761,NaN,12.7912,41.5946,3.671,ARE
1997,2.5952,86041,205.29,157862,183.482,1.3992,30.8856,3.0005,NaN,10.4103,44.7415,3.6711,ARE
1998,2.7338,76506,176.824,140533,158.76,-11.7452,32.8179,3.4986,NaN,4.4923,44.4325,3.6725,ARE
1999,2.8842,79903,178.664,145966,160.241,4.3441,30.4546,3.3629,NaN,9.2764,45.1664,3.6725,ARE
2e3,3.0501,96011,208.42,172748,184.649,18.3649,25.709,2.9497,8.29,20.323,46.5581,3.6725,ARE
2001,3.2179,88184,191.987,159011,168.908,-8.5029,27.4709,3.3197,NaN,11.9807,46.7482,3.6725,ARE
2002,3.3941,83616,181.224,149598,156.325,-5.3194,28.9772,3.4935,NaN,8.2664,66.8982,3.6725,ARE
2003,3.6258,86030,183.016,151204,155.004,2.8466,28.5691,3.5752,NaN,11.9036,72.3363,3.6725,ARE
2004,3.9759,84393,174.393,145988,145.561,-1.9216,26.9676,3.5593,NaN,12.7242,85.6966,3.6725,ARE
2005,4.482,88609,178.71,149381,146.488,4.8747,27.0944,3.2978,8.79,18.6806,88.5272,3.6725,ARE
2006,5.1713,90627,179.567,148877,144.712,2.2525,26.2551,2.9717,NaN,21.3196,89.6599,3.6725,ARE
2007,6.0101,85556,168.024,137472,132.641,-5.7586,33.5306,2.803,NaN,12.5681,89.9323,3.6725,ARE
2008,6.9001,82951,165.01,131733,126.972,-3.0925,31.5813,2.8351,NaN,12.9581,100.698,3.6725,ARE
2009,7.7054,61174,126.612,95909,91.8152,-30.4523,39.1958,4.9857,NaN,10.6704,110.664,3.6725,ARE
2010,8.3295,58647,119.163,90888,84.2384,-4.2192,34.5861,4.6453,8.88,9.7535,122.039,3.6725,ARE
2011,8.7347,65307,131.468,100651,92.2435,10.7564,29.6744,4.1322,NaN,21.7559,120.881,3.6725,ARE
2012,8.9525,68107,134.85,104530,95.2407,4.1993,31.3422,4.0045,NaN,27.4055,104.477,3.6725,ARE
2013,9.04,73694,144.412,112726,101.842,7.8835,30.6278,3.7593,NaN,29.0862,88.6169,3.6725,ARE
2014,9.0861,70096,134.907,107244,95.9252,-5.0059,32.7736,4.0428,NaN,25.2293,90.2438,3.6725,ARE
1950,17.158,2855,19.5298,7483,20.6743,NaN,8.8051,7.9277999999999995,4.6,4.1082,16.6094,0,ARG
1951,17.5252,2871,18.591,7567,20.1513,0.5695,13.0316,7.784,NaN,0.2347,15.8839,0,ARG
1952,17.885,2566,16.3474,6793,17.7079,-11.2498,12.8194,8.3953,NaN,-2.0463,12.2149,0,ARG
1953,18.239,2674,16.5574,7108,17.9607,4.1311,12.7483,7.74,NaN,3.3501,13.3565,0,ARG
1954,18.5889,2745,17.3601,7321,18.2334,2.6275,11.6717,7.7956,NaN,1.8577,14.4336,0,ARG
1955,18.9363,2898,17.3282,7750,18.4615,5.4086,12.1235,7.6223,4.99,-0.779,13.3696,0,ARG
1956,19.2802,2919,17.372,7843,18.6986,0.7367,11.3114,8.348700000000001,NaN,2.8268,13.5725,0,ARG
1957,19.6193,3017,17.8965,8138,19.0876,3.2869,12.0082,7.7076,NaN,1.721,13.8324,0,ARG
1958,19.9555,3192,19.4579,8642,20.1095,5.6433,12.2103,7.4262,NaN,1.8256999999999999,12.7779,0,ARG
1959,20.2902,2959,17.0836,8037,17.8214,-7.5715,11.8786,7.9265,NaN,3.7933,13.4017,0,ARG
1960,20.6253,3136,17.8919,8542,18.7337,5.7912,15.8409,8.0362,5.32,2.4089,13.8071,0,ARG
1961,20.96,3189,18.0394,8718,18.6578,1.6923,16.048,8.0291,NaN,-0.2494,12.8962,0,ARG
1962,21.2933,3177,17.2109,8713,17.8461,-0.3728,14.1414,7.9716000000000005,NaN,1.901,14.9272,0,ARG
1963,21.6261,3026,15.9192,8323,16.5475,-4.8739,12.1222,8.262,NaN,4.0482,13.9616,0,ARG
1964,21.9591,3137,15.7809,8650,16.5905,3.5879,14.9303,7.9018,NaN,-0.2225,14.1589,0,ARG
1965,22.2931,3479,16.637,9618,17.7305,10.356,13.7024,7.1287,5.6,0.4092,13.4143,0,ARG
1966,22.6217,3494,15.8797,9684,17.2813,0.44,12.8861,7.1549,NaN,3.8821,12.2208,0,ARG
1967,22.9445,3565,15.9932,9900,17.6431,2.0067,12.7525,7.0933,NaN,3.9957000000000003,12.0418,0,ARG
1968,23.2709,3619,15.6587,10068,17.4793,1.4905,13.3713,7.7493,NaN,2.2784,10.827,0,ARG
1969,23.6106,3915,16.5768,10916,18.8094,7.8587,15.1739,7.1166,NaN,2.6856999999999998,11.791,0,ARG
1970,23.9731,3964,16.9606,11088,19.1807,1.2631,15.261,6.9737,5.92,3.7769,13.9876,0,ARG
1971,24.3664,4024,16.8114,11336,18.9797,1.4968,16.6569,7.1543,NaN,1.6683,12.2113,0,ARG
1972,24.7829,4027,16.0952,11428,18.6319,0.0706,16.6597,7.0192,NaN,1.9588999999999999,7.5019,0,ARG
1973,25.2134,4181,15.8761,11958,18.943,3.7631,15.2886,7.0755,NaN,4.598,7.3181,0,ARG
1974,25.6445,4303,16.6356,12081,19.6651,2.8777,15.215,7.2787,NaN,3.2569,8.1001,0,ARG
1975,26.067,4179,16.3909,11854,19.1624,-2.9379,16.0642,7.4892,6.43,1.5333,19.085,0,ARG
1976,26.4772,4113,15.3967,11859,18.6927,-1.5905,17.0599,7.7898,NaN,6.7751,11.6478,0,ARG
1977,26.8786,4324,15.5976,12346,19.2127,5.0088,19.0434,7.5662,NaN,7.7844999999999995,19.0091,0,ARG
1978,27.2777,4191,14.4238,12058,18.463,-3.129,16.3481,7.9379,NaN,10.0453,19.0569,0,ARG
1979,27.6845,4405,14.8116,12666,19.2613,4.9792,16.6548,7.7913,NaN,4.5873,20.4313,0,ARG
1980,28.1059,4394,15.0008,12808,19.6416,-0.2555,17.8979,7.8422,6.72,-2.2479,24.2676,0,ARG
1981,28.5434,4353,14.6192,12874,19.452,-0.9261,15.9895,7.9588,NaN,-0.29,23.178,0,ARG
1982,28.994,4472,15.542300000000001,13238,20.3458,2.699,13.0748,7.654,NaN,6.6044,22.2223,0,ARG
1983,29.4547,4774,16.0142,13920,20.7312,6.5324,12.6572,7.6461,NaN,6.6631,16.1008,0,ARG
1984,29.9209,5011,15.7591,14492,20.8736,4.8395,11.9449,8.1288,NaN,6.0802,16.8545,0,ARG
1985,30.3888,4811,14.733,14016,19.877299999999998,-4.0634,11.1232,9.6648,7.45,10.0696,21.2601,1e-4,ARG
1986,30.8572,5287,15.83,15191,21.3439,9.4317,11.8851,8.7537,NaN,3.6508000000000003,16.3701,1e-4,ARG
1987,31.3265,5551,16.2151,15864,22.1048,4.8678,13.5911,8.9332,NaN,1.1057,14.5486,2e-4,ARG
1988,31.7955,5815,16.4771,16541,22.6331,4.6447,13.2818,8.6066,NaN,5.4284,15.4062,9e-4,ARG
1989,32.2636,5529,15.2845,15821,21.339,-5.0409,11.5478,11.5883,NaN,6.6171,15.1156,0.0423,ARG
1990,32.7297,6102,16.7632,17236,23.1095,9.8573,9.1224,6.3505,7.88,8.9849,15.9289,0.4876,ARG
1991,33.1939,7095,19.7552,19704,26.2021,15.0835,11.6298,5.638,NaN,2.5071,14.8595,0.9536,ARG
1992,33.6551,8256,22.3919,22874,29.4028,15.1527,14.9723,7.1606,NaN,-1.9273,19.0413,0.9906,ARG
1993,34.1109,9395,25.0118,26551,33.5331,12.9247,17.5942,8.5257,NaN,-3.1572,17.9655,0.9989,ARG
1994,34.5581,10791,27.8397,30880,38.1853,13.8493,19.7035,9.739,NaN,-4.3669,18.4509,0.999,ARG
1995,34.9948,11891,30.1511,36168,44.0843,9.7095,18.2938,12.6188,8.34,-0.203,17.079,0.9998,ARG
1996,35.4197,15048,37.1131,45218,53.7625,23.5464,19.5726,18.1829,NaN,0.1737,15.2695,0.9997,ARG
1997,35.834,15444,36.8489,44778,52.0454,2.5988,21.4751,15.463,NaN,-1.6711,18.1496,0.9995,ARG
1998,36.2416,15312,35.39,43005,48.5824,-0.858,21.9651,13.8442,NaN,-2.3346999999999998,19.466,0.9995,ARG
1999,36.6481,14271,31.9104,40371,44.3189,-7.0407,19.8399,13.3676,NaN,-2.3295,17.6641,0.9995,ARG
2e3,37.0575,14044,30.4872,39746,42.4843,-1.6029,18.5112,12.2576,8.55,0.4422,19.7615,0.9995,ARG
2001,37.4715,13061,28.4346,37514,39.8485,-7.2597,16.4142,11.6036,NaN,2.9416,19.7387,0.9995,ARG
2002,37.8894,11113,24.0864,32373,33.8284,-16.1463,12.0593,11.7438,NaN,7.6381,17.1307,3.0633,ARG
2003,38.3095,11915,25.3477,33253,34.0887,6.9672,15.0025,10.5158,NaN,5.5245,18.4436,2.9006,ARG
2004,38.7288,12909,26.6761,34082,33.9825,8.0125,17.9547,9.357099999999999,NaN,3.5232,20.6387,2.9233000000000002,ARG
2005,39.1455,13954,28.1422,35614,34.9241,7.7794,17.6937,9.0118,9.26,3.2323,21.8558,2.9036999999999997,ARG
2006,39.5588,15007,29.7344,37440,36.3928,7.2776,18.9113,8.906,NaN,3.0297,22.7633,3.0543,ARG
2007,39.9699,16255,31.9243,39518,38.1295,7.9914,19.5877,9.0812,NaN,2.1812,23.8076,3.0956,ARG
2008,40.3819,16967,33.751,40681,39.2103,4.2821,19.542,9.3073,NaN,1.8005,25.9443,3.1442,ARG
2009,40.7986,16664,34.4904,40007,38.2997,-1.7972,14.8505,10.3447,NaN,2.8475,20.7389,3.7100999999999997,ARG
2010,41.2229,18286,37.1542,43095,39.942,9.2838,17.7322,10.2755,9.48,1.4912,24.0216,3.8963,ARG
2011,41.6556,20003,40.268,46603,42.7105,8.977,18.7117,10.2473,NaN,0.4652,26.2032,4.1101,ARG
2012,42.0952,20249,40.0913,47180,42.9871,1.2197,15.6172,10.5962,NaN,1.5001,23.9588,4.5369,ARG
2013,42.5383,20411,39.9972,47556,42.9645,0.7979,15.7605,10.8793,NaN,-0.8649,23.9657,5.4594,ARG
2014,42.98,20077,38.64,47678,42.6463,-1.6494,14.7342,11.2226,NaN,-0.3781,21.3665,8.0753,ARG
1990,3.5447,5871,16.1299,11335,15.1986,NaN,26.7549,57.0974,10.08,-12.3971,1.869,0.0233,ARM
1991,3.5119,5370,14.9528,10286,13.678,-8.9168,22.2453,60.2132,NaN,-12.9751,1.8116,0.0405,ARM
1992,3.4495,3140,8.5153,6226,8.0028,-53.6794,0.9232,59.2058,NaN,-11.0945,2.5308,0.2661,ARM
1993,3.3697,3089,8.2248,5941,7.5036,-1.6108,5.3383,55.7255,NaN,-8.4895,6.9073,3.8871000000000002,ARM
1994,3.2899,2570,6.6303,4927,6.0924,-18.4133,16.0236,46.2613,NaN,-24.0463,6.0852,158.481,ARM
1995,3.2232,2725,6.9108,5153,6.281,5.8779,12.6387,46.6743,10.44,-31.5102,3.5724,405.908,ARM
1996,3.1734,3049,7.5203,5911,7.0275,11.2238,12.0684,40.7682,NaN,-21.846800000000002,7.7481,414.041,ARM
1997,3.1377,3199,7.6336,6473,7.5234,4.8078,11.8234,28.7734,NaN,-11.4263,17.8529,490.847,ARM
1998,3.113,2903,6.7087,6011,6.7911,-9.733,13.3284,24.9843,NaN,-20.939,13.4415,504.915,ARM
1999,3.0938,3221,7.203,6868,7.5396,10.418,11.3125,19.2421,NaN,-6.7631,20.1816,535.062,ARM
2e3,3.0761,3305,7.1737,7149,7.6417,2.5518,11.7644,17.0115,10.81,-10.4006,22.7072,539.526,ARM
2001,3.06,3502,7.6239,7653,8.129,5.7973,12.9059,14.8405,NaN,-11.548,23.8377,555.078,ARM
2002,3.0472,3797,8.2296,9477,9.9028,8.0946,14.5966,12.5382,NaN,-11.6224,27.4719,573.353,ARM
2003,3.0364,4342,9.2363,10801,11.0723,13.403,16.2877,11.6809,NaN,-7.5947,28.8952,578.763,ARM
2004,3.026,4634,9.5763,11798,11.7637,6.5192,17.5625,11.3384,NaN,-10.8282,29.2523,533.451,ARM
2005,3.0149,5162,10.4117,12931,12.6807,10.7936,19.6369,11.7584,10.8,-13.3501,31.7839,457.687,ARM
2006,3.0022,5917,11.7242,14883,14.467,13.6461,21.7217,13.1595,NaN,-14.3321,32.6048,416.04,ARM
2007,2.9881,6740,13.235900000000001,16795,16.2046,13.0134,21.7961,13.8586,NaN,-17.2933,34.8747,342.079,ARM
2008,2.975,7395,14.7104,18154,17.4979,9.28,21.7386,14.4931,NaN,-18.6276,34.5242,305.969,ARM
2009,2.9661,6896,14.2721,17351,16.6101,-6.9889,15.2879,17.6182,NaN,-19.6476,29.3342,363.283,ARM
2010,2.9635,7649,15.5425,18973,17.5846,10.371,13.2114,19.6562,10.87,-17.9198,32.5673,373.661,ARM
2011,2.968,8465,17.0412,21159,19.3913,10.1349,10.9239,21.7745,NaN,-15.2566,33.0895,372.501,ARM
2012,2.9783,8819,17.4611,22062,20.1016,4.0933,10.401,20.5155,NaN,-17.4818,34.5271,401.764,ARM
2013,2.9922,8958,17.5546,22563,20.3848,1.5671,8.9172,21.8856,NaN,-16.3461,33.7245,409.626,ARM
2014,3.0062,9172,17.653,22941,20.5194,2.3612,8.4113,22.4516,NaN,-15.0395,31.9505,415.92,ARM
1970,0.0654,5289,22.6304,NaN,NaN,NaN,11.8772,33.4837,NaN,-3.3178,99.9074,2,ATG
1971,0.0663,5611,23.4411,NaN,NaN,5.8999,12.1376,33.6409,NaN,-3.1755,99.0465,1.9749,ATG
1972,0.0672,5931,23.7052,NaN,NaN,5.5449,11.646,34.013,NaN,-2.8506,93.4294,1.9213,ATG
1973,0.068,6305,23.9392,NaN,NaN,6.1156,11.5796,34.1019,NaN,-4.3491,98.4714,1.9592,ATG
